Date,Mars Longitude,Saturn Longitude,Pluto Longitude,Mars-Saturn Angle,Mars-Pluto Angle,Saturn-Pluto Angle,Saturn-Pluto Square,Saturn-Pluto Opposition,Mars-Pluto Square,Mars-Pluto Opposition,Mars-Saturn Square,Mars-Saturn Opposition
1900-01-01,284.2530342934592,267.7749568125278,75.2427546098801,16.478077480931404,209.01027968357914,192.53220220264774,False,False,False,False,False,False
1900-01-08,289.6626584634168,268.58024980357044,75.12671482850068,21.08240865984635,214.53594363491612,193.45353497506977,False,False,False,False,False,False
1900-01-15,295.09880216606166,269.3653101573856,75.02130595005366,25.73349200867608,220.077496216008,194.34400420733192,False,False,False,False,False,False
1900-01-22,300.55876888982,270.12364099903436,74.92797214153903,30.435127890785623,225.63079674828094,195.19566885749532,False,False,False,False,False,False
1900-01-29,306.0406352882098,270.84937134452764,74.8487759586793,35.191263943682145,231.19185932953047,196.00059538584833,False,False,False,False,False,False
1900-02-05,311.5389897578906,271.5353348764554,74.78487409542622,40.00365488143518,236.75411566246436,196.75046078102918,False,False,False,False,False,False
1900-02-12,317.048131125361,272.17547107993846,74.73777286758512,44.87266004542255,242.31035825777587,197.43769821235333,False,False,False,False,False,False
1900-02-19,322.5643189422712,272.76382515103654,74.70776355950292,49.80049379123466,247.85655538276828,198.05606159153362,False,False,False,False,False,False
1900-02-26,328.08532189131097,273.29536528179693,74.69586181842566,54.789956609514036,253.3894600728853,198.59950346337126,False,False,False,False,False,False
1900-03-05,333.60582119835334,273.7638683172449,74.7019831189398,59.841952881108455,258.90383807941356,199.0618851983051,False,False,False,False,False,False
1900-03-12,339.1197450322488,274.16471823262316,74.7264890317586,64.95502679962561,264.39325600049017,199.43822920086455,False,False,False,False,False,False
1900-03-19,344.62292260967087,274.4936613425874,74.76848714934492,70.12926126708345,269.85443546032593,199.72517419324248,False,False,True,False,False,False
1900-03-26,350.11344778671645,274.7477551884619,74.82794047484025,75.36569259825455,275.2855073118762,199.91981471362163,False,False,False,False,False,False
1900-04-02,355.58674260361016,274.92325969363407,74.90368684811673,80.6634829099761,280.68305575549346,200.01957284551733,False,False,False,False,False,False
1900-04-09,1.037116206136355,275.0187123878635,74.99512212554146,273.9815961817271,73.9580059194051,200.02359026232205,False,False,False,False,True,False
1900-04-16,6.46058105485737,275.033528439685,75.10048714785775,268.57294738482767,68.63990609300038,199.9330412918273,False,False,False,False,True,False
